work_order_id,appointment_id,customer_id,vehicle_id,opened_at,closed_at,status,advisor,assigned_tech,priority,odometer,symptom,cause,correction,labor_hours,labor_sale,parts_sale,shop_supplies,sublet_sale,discount,tax,total,approval_state,payment_state,invoice_number,tags,notes
WO-405926,,CUST-100627,VEH-200868,2024-10-07T20:36,,awaiting_approval,Nora Anderson,Abigail Smith,low,33915,Pulling left,Pads below spec,Replaced hose and topped coolant,13.6,2289.86,1209.74,96.7,0,0,179.82,3776.12,declined,partial,INV-505926,fleet,
WO-405927,,CUST-101434,VEH-201456,2026-04-02T02:09,2026-04-07T00:09,completed,Logan Perez,Avery Flores,normal,145282,Grinding brakes,Pads below spec,,6.3,1136.58,1894.52,62.25,0,6.09,154.36,3241.62,not_required,unpaid,INV-505927,"comeback-risk, waiter, pm",Needs comeback follow-up
WO-405928,,CUST-101296,VEH-201002,2023-12-02T17:02,,awaiting_approval,Lucas Lee,Mikayla Clark,low,160152,Oil life low,Coolant leak at upper hose,Recommended tires,0.8,133.38,2074.25,35.33,0,0,112.15,2355.11,pending,unpaid,INV-505928,"pm, upsell",
WO-405929,,CUST-100885,VEH-200207,2024-06-28T16:24,2024-07-01T21:24,closed,Noah Sanchez,Mila Moore,urgent,28600,No crank,,,5.0,731.05,1650.46,3.87,0,0,119.27,2504.65,not_required,written_off,INV-505929,"waiter, brakes, diag",Fleet billing
WO-405930,,CUST-100050,VEH-201821,2024-03-27T23:58,,on_hold,James Robinson,Mila Perez,high,303754,Vibration,Loose tie rod,Installed battery,7.5,1224.79,2369.24,145.08,0,112.11,181.35,3808.35,not_required,partial,INV-505930,"fleet, waiter",Legacy WO imported from old DMS
WO-405931,APPT-300773,CUST-100433,VEH-200001,2024-07-09T19:34,2024-07-11T17:34,awaiting_approval,Riley Adams,Elijah Smith,urgent,390652,No crank,,Replaced front pads/rotors,4.1,668.26,2101.41,72.52,0,0,142.11,2984.3,approved,partial,INV-505931,brakes,Legacy WO imported from old DMS
WO-405932,APPT-300763,CUST-100175,VEH-202598,2025-11-27T09:32,2025-12-01T20:32,awaiting_approval,Amelia Young,Charlotte Wilson,urgent,357826,Oil life low,,Diagnosed wiring fault,14.3,1873.82,144.89,8.42,0,0,101.36,2128.49,not_required,partial,INV-505932,,Fleet billing
WO-405933,APPT-300795,CUST-100046,VEH-202560,2024-06-15T04:53,2024-06-17T17:53,invoiced,Charlotte Lee,Mia Miller,high,385124,PM due,Coolant leak at upper hose,Installed battery,11.0,1881.07,2169.67,75.45,0,0,206.31,4332.5,not_required,unpaid,INV-505933,"comeback-risk, waiter, upsell",Fleet billing
WO-405934,,CUST-101507,VEH-200516,2026-01-18T22:44,2026-01-22T20:44,awaiting_approval,Sophia Nguyen,Ethan Jones,urgent,189139,Overheating,Pads below spec,Performed PM service,2.1,343.0,1069.36,72.39,0,0,74.24,1558.99,pending,paid,INV-505934,upsell,Customer approved by text
WO-405935,APPT-300082,CUST-101446,VEH-201424,2025-02-04T14:10,,awaiting_approval,Layla Green,Abigail Nguyen,urgent,411700,No crank,P0420 stored,,9.5,1629.33,346.0,8.15,0,0,99.17,2082.65,pending,written_off,INV-505935,upsell,
WO-405936,,CUST-101286,VEH-200694,2026-02-03T06:19,2026-02-06T19:19,invoiced,Mia Adams,Lucas Wilson,urgent,252420,Grinding brakes,Pads below spec,Installed battery,7.0,873.04,2229.86,68.61,0,0,158.58,3330.09,declined,partial,INV-505936,"diag, fleet, comeback-risk",Fleet billing
WO-405937,,CUST-100750,VEH-202546,2025-02-17T18:12,2025-02-21T22:12,completed,Abigail Johnson,Nora Wilson,high,227257,CEL on,Battery failed load test,Diagnosed wiring fault,14.2,1978.72,2355.99,137.54,0,0,223.61,4695.86,declined,partial,INV-505937,"waiter, fleet",Customer approved by text
WO-405938,APPT-300099,CUST-100832,VEH-200287,2024-09-18T16:21,2024-09-21T03:21,completed,Elijah Young,Nora Moore,high,107676,Grinding brakes,Battery failed load test,Recommended tires,12.7,1763.22,607.47,6.88,0,0,118.88,2496.45,not_required,paid,INV-505938,diag,Needs comeback follow-up
WO-405939,,CUST-100502,VEH-201000,2024-08-20T15:57,2024-08-24T11:57,closed,Jade Wright,Owen Torres,high,307145,Vibration,Loose tie rod,,5.5,788.47,2144.6,85.34,0,136.63,144.09,3025.87,not_required,partial,INV-505939,"diag, waiter",Legacy WO imported from old DMS
WO-405940,,CUST-100048,VEH-202283,2024-04-12T11:12,2024-04-13T10:12,completed,Ethan Garcia,,low,119460,ABS light,Loose tie rod,Recommended tires,6.9,1057.6,322.06,22.43,0,0,70.1,1472.19,declined,partial,INV-505940,diag,Needs comeback follow-up
WO-405941,APPT-300448,CUST-100902,VEH-200323,2026-01-08T22:03,2026-01-12T00:03,closed,Jack Nguyen,Nora Hill,urgent,369485,Overheating,Pads below spec,Diagnosed wiring fault,14.3,2472.29,2364.96,25.62,0,0,243.14,5106.01,approved,written_off,,,Customer approved by text
WO-405942,APPT-300178,CUST-100469,VEH-202569,2024-04-28T18:06,,invoiced,Oliver Young,Aiden Lee,low,224658,Overheating,P0420 stored,Replaced hose and topped coolant,9.6,1729.22,173.55,4.13,0,0,95.35,2002.25,pending,paid,INV-505942,,Fleet billing
WO-405943,APPT-300815,CUST-101247,VEH-202595,2024-11-24T03:34,,invoiced,Avery Anderson,,low,232906,Overheating,Front tires cupped,Diagnosed wiring fault,13.4,2415.39,1702.62,123.01,0,69.38,208.58,4380.22,approved,unpaid,INV-505943,"diag, brakes",Needs comeback follow-up
WO-405944,APPT-300614,CUST-101286,VEH-202216,2025-05-05T20:01,2025-05-06T18:01,invoiced,Logan Williams,Ella Harris,high,361560,Overheating,Loose tie rod,Replaced front pads/rotors,10.1,1190.26,783.0,46.59,0,0,100.99,2120.84,pending,unpaid,INV-505944,,Needs comeback follow-up
WO-405945,APPT-300130,CUST-101477,VEH-200266,2026-02-13T14:18,2026-02-14T10:18,closed,Logan Allen,,high,396640,Oil life low,Pads below spec,Replaced front pads/rotors,3.2,416.75,1866.67,34.42,0,0,115.89,2433.73,declined,written_off,INV-505945,"brakes, comeback-risk",Legacy WO imported from old DMS
WO-405946,,CUST-100188,VEH-202426,2024-03-29T20:13,2024-04-03T15:13,completed,Zoey Sanchez,Ava Green,high,146558,Oil life low,Loose tie rod,Replaced front pads/rotors,8.7,1516.14,1350.17,19.52,0,0,144.29,3030.12,approved,partial,INV-505946,comeback-risk,
WO-405947,,CUST-101767,VEH-200054,2024-06-20T02:26,2024-06-21T19:26,completed,Mia Anderson,Sophia Clark,urgent,106264,ABS light,P0420 stored,Replaced hose and topped coolant,7.6,1305.56,1760.87,61.23,0,0,156.38,3284.04,pending,written_off,INV-505947,,Customer approved by text
WO-405948,,CUST-101102,VEH-201272,2026-03-30T04:39,2026-04-03T08:39,closed,James Garcia,Liam Clark,low,297862,No crank,Front tires cupped,Installed battery,5.9,899.98,1600.73,109.62,0,0,130.52,2740.85,declined,unpaid,,"pm, brakes, waiter",Needs comeback follow-up
WO-405949,APPT-300598,CUST-100896,VEH-201996,2026-02-13T02:20,2026-02-15T21:20,completed,Ethan Wright,Lucas White,urgent,25561,PM due,Loose tie rod,Replaced front pads/rotors,2.3,292.74,6.92,0.47,0,0,15.01,315.14,pending,written_off,INV-505949,diag,Fleet billing
WO-405950,,CUST-100271,VEH-201686,2025-07-30T21:25,2025-08-03T11:25,awaiting_approval,Jade King,Evelyn Martin,normal,215731,Vibration,Loose tie rod,Replaced front pads/rotors,1.1,166.87,213.37,11.91,0,0,19.61,411.76,approved,partial,INV-505950,,
WO-405951,,CUST-100550,VEH-201276,2024-03-09T10:58,2024-03-13T02:58,closed,Emma Williams,Edward Thompson,normal,245561,CEL on,P0420 stored,,14.3,1686.06,1893.76,148.26,0,0,186.4,3914.48,pending,partial,INV-505951,fleet,Legacy WO imported from old DMS
WO-405952,,CUST-101610,VEH-202339,2024-07-11T19:03,2024-07-13T22:03,invoiced,Avery Young,Maya Smith,urgent,109541,CEL on,P0420 stored,Performed PM service,3.9,620.43,873.52,8.91,0,0,75.14,1578.0,pending,unpaid,,"diag, waiter, upsell",
WO-405953,APPT-300196,CUST-100254,VEH-200435,2025-12-09T07:07,2025-12-12T10:07,awaiting_approval,Mia Clark,Maya Thomas,urgent,37525,Pulling left,,Diagnosed wiring fault,3.2,416.82,1609.13,44.83,0,0,103.54,2174.32,declined,written_off,INV-505953,upsell,Customer approved by text
WO-405954,APPT-300206,CUST-100712,VEH-201820,2024-07-12T15:52,2024-07-14T04:52,awaiting_approval,Mikayla Walker,Elijah Garcia,high,84553,Overheating,Battery failed load test,Replaced hose and topped coolant,9.9,1659.85,1410.1,29.41,0,4.29,154.75,3249.82,not_required,paid,INV-505954,diag,Needs comeback follow-up
WO-405955,APPT-300542,CUST-100315,VEH-200305,2024-12-09T22:25,2024-12-13T20:25,closed,Sophia Nguyen,Edward Wright,urgent,273014,Grinding brakes,Pads below spec,Diagnosed wiring fault,3.3,391.64,2093.45,109.27,0,0,129.72,2724.08,not_required,partial,INV-505955,,Fleet billing
WO-405956,APPT-300107,CUST-101108,VEH-200427,2025-10-04T06:55,2025-10-05T18:55,invoiced,Emma Flores,Mikayla Ramirez,high,375463,Grinding brakes,Pads below spec,Installed battery,12.6,1578.03,2178.83,152.33,0,0,195.46,4104.65,pending,unpaid,INV-505956,"waiter, fleet",Fleet billing
WO-405957,,CUST-100937,VEH-201462,2025-04-30T12:06,,invoiced,Abigail Martin,Finn Brown,urgent,7345,Vibration,,Replaced hose and topped coolant,7.4,1246.11,35.75,1.66,0,0,64.18,1347.7,not_required,paid,INV-505957,"diag, pm",Fleet billing
WO-405958,,CUST-101019,VEH-200758,2024-09-05T08:39,,on_hold,Owen Nelson,Zoey Wright,urgent,233545,Pulling left,Pads below spec,Replaced front pads/rotors,14.9,2695.34,2072.41,36.07,0,114.9,234.45,4923.37,not_required,partial,INV-505958,,Customer approved by text
WO-405959,APPT-300284,CUST-100538,VEH-202297,2025-03-11T21:08,2025-03-15T07:08,closed,Mila Garcia,,low,101692,Overheating,,Replaced hose and topped coolant,1.5,202.5,1751.34,76.35,0,0,101.51,2131.7,approved,written_off,,"fleet, diag, pm",Fleet billing
WO-405960,,CUST-100916,VEH-200364,2024-07-03T21:40,2024-07-07T15:40,awaiting_approval,Owen Robinson,Noah Jones,urgent,187654,Oil life low,Pads below spec,Replaced hose and topped coolant,13.0,1844.63,468.17,36.3,0,0,117.46,2466.56,approved,paid,INV-505960,,
WO-405961,APPT-300762,CUST-100743,VEH-200702,2025-09-23T08:11,2025-09-24T22:11,awaiting_approval,Riley Moore,Scarlett Williams,high,208457,Pulling left,P0420 stored,Diagnosed wiring fault,2.1,368.69,2341.25,3.59,0,0,135.68,2849.21,not_required,paid,INV-505961,"diag, pm",Customer approved by text
WO-405962,,CUST-101625,VEH-200592,2024-11-24T23:47,,awaiting_approval,Ava White,Mateo Ramirez,urgent,108830,Pulling left,P0420 stored,Diagnosed wiring fault,12.5,1587.2,240.18,16.06,0,0,92.17,1935.61,not_required,partial,INV-505962,,Customer approved by text
WO-405963,,CUST-100583,VEH-201295,2024-07-15T03:44,2024-07-16T03:44,completed,Hudson Garcia,Avery Rodriguez,high,305621,Grinding brakes,Pads below spec,Recommended tires,7.8,1243.8,1376.2,21.06,0,61.92,128.96,2708.1,pending,unpaid,INV-505963,,Customer approved by text
WO-405964,APPT-300044,CUST-100325,VEH-202455,2025-01-07T05:31,2025-01-08T10:31,invoiced,Jade Hill,Mason White,low,209614,No crank,,,2.6,331.51,176.18,11.33,0,0,25.95,544.97,approved,paid,INV-505964,,
WO-405965,,CUST-100802,VEH-202052,2024-07-07T18:50,2024-07-12T10:50,awaiting_approval,Evelyn Young,Abigail Hill,normal,274921,Oil life low,Loose tie rod,Replaced hose and topped coolant,8.5,1062.48,1789.42,37.49,0,0,144.47,3033.86,not_required,paid,INV-505965,"brakes, comeback-risk",Fleet billing
WO-405966,,CUST-100460,VEH-202112,2025-06-08T01:54,2025-06-09T10:54,awaiting_approval,Finn Baker,Zoey Williams,normal,44189,Grinding brakes,Battery failed load test,Replaced hose and topped coolant,5.2,620.57,1244.47,25.24,0,0,94.51,1984.79,approved,written_off,,upsell,Legacy WO imported from old DMS
WO-405967,,CUST-100926,VEH-201829,2026-02-19T13:04,,closed,Mia Taylor,Wyatt Young,high,60583,Oil life low,,Installed battery,10.5,1556.07,1295.27,16.57,0,0,143.4,3011.31,declined,partial,INV-505967,comeback-risk,
WO-405968,APPT-300560,CUST-100384,VEH-201769,2025-08-01T11:52,2025-08-03T13:52,awaiting_approval,Ella Anderson,Finn Adams,low,223943,Oil life low,Front tires cupped,Replaced hose and topped coolant,13.3,2301.21,1051.46,31.81,0,0,169.22,3553.7,not_required,unpaid,INV-505968,upsell,Legacy WO imported from old DMS
WO-405969,APPT-300042,CUST-100925,VEH-201101,2026-04-06T12:41,2026-04-08T20:41,closed,Riley Clark,Owen Walker,urgent,122819,Grinding brakes,Front tires cupped,Diagnosed wiring fault,14.8,1723.42,674.56,29.68,0,0,121.38,2549.04,approved,unpaid,INV-505969,upsell,
WO-405970,,CUST-101207,VEH-201032,2025-09-25T14:27,2025-09-28T09:27,completed,Edward Anderson,Jade Baker,urgent,2209,Oil life low,,Replaced hose and topped coolant,6.7,1111.24,381.87,15.99,0,0,75.46,1584.56,not_required,paid,INV-505970,"diag, fleet, brakes",Customer approved by text
WO-405971,,CUST-101748,VEH-200717,2024-09-01T19:20,2024-09-02T03:20,closed,Logan Robinson,Evelyn Green,low,152253,Grinding brakes,Battery failed load test,Performed PM service,3.3,427.4,1292.55,4.21,857.22,0,129.07,2710.45,not_required,unpaid,INV-505971,,Legacy WO imported from old DMS
WO-405972,,CUST-101397,VEH-201842,2026-01-04T00:36,2026-01-05T14:36,awaiting_approval,Owen Lee,Scarlett Thomas,urgent,156174,PM due,Loose tie rod,Recommended tires,10.8,1616.95,1065.91,43.51,0,0,136.32,2862.69,approved,paid,,diag,Legacy WO imported from old DMS
WO-405973,,CUST-101589,VEH-200808,2025-03-10T21:07,,invoiced,Owen King,James Davis,urgent,200591,ABS light,Loose tie rod,Replaced front pads/rotors,9.9,1302.91,983.81,51.77,0,142.07,109.82,2306.24,not_required,unpaid,INV-505973,brakes,Legacy WO imported from old DMS
WO-405974,,CUST-101430,VEH-201213,2026-01-27T02:45,2026-01-27T13:45,closed,Kaitlyn Martin,,high,6595,Grinding brakes,,Replaced hose and topped coolant,11.9,1706.67,521.97,28.91,0,0,112.88,2370.43,declined,paid,INV-505974,,Fleet billing
WO-405975,APPT-300948,CUST-101438,VEH-201156,2023-10-30T08:45,2023-10-30T23:45,invoiced,Jack Martinez,Amelia Lewis,urgent,154459,PM due,Battery failed load test,Installed battery,8.9,1418.15,372.17,9.41,0,0,89.99,1889.72,declined,written_off,INV-505975,"diag, upsell, pm",
WO-405976,,CUST-100979,VEH-201169,2025-09-11T22:15,2025-09-12T20:15,awaiting_approval,Maya Thompson,Lucas Hill,urgent,278228,CEL on,Loose tie rod,Replaced hose and topped coolant,11.4,1827.76,537.06,7.1,0,0,118.6,2490.52,pending,written_off,INV-505976,"waiter, upsell",Fleet billing
WO-405977,,CUST-100920,VEH-201040,2024-08-02T05:09,2024-08-02T10:09,closed,Nora Harris,Riley Thomas,low,84900,Grinding brakes,Battery failed load test,Diagnosed wiring fault,8.2,1098.85,2033.66,148.4,0,0,164.05,3444.96,pending,unpaid,INV-505977,"pm, waiter, comeback-risk",Fleet billing
WO-405978,,CUST-100350,VEH-200314,2024-03-30T00:14,2024-04-03T15:14,invoiced,Ethan Johnson,Jade Smith,urgent,419882,Oil life low,Coolant leak at upper hose,Replaced front pads/rotors,8.8,1458.43,862.87,15.83,0,0,116.86,2453.99,declined,unpaid,INV-505978,"upsell, waiter, pm",Legacy WO imported from old DMS
WO-405979,,CUST-100321,VEH-201301,2025-06-17T13:35,2025-06-21T10:35,completed,Aiden Flores,Mason Thompson,normal,5087,No crank,Front tires cupped,,10.2,1636.06,1987.78,57.92,0,0,184.09,3865.85,not_required,unpaid,INV-505979,"fleet, comeback-risk",Fleet billing
WO-405980,,CUST-101560,VEH-200946,2024-08-09T08:01,2024-08-12T06:01,invoiced,Lucas Smith,Abigail Rodriguez,low,79020,Vibration,,Diagnosed wiring fault,4.2,686.77,1348.09,104.1,0,0,106.95,2245.91,approved,partial,INV-505980,"waiter, upsell, comeback-risk",Needs comeback follow-up
WO-405981,APPT-300099,CUST-100338,VEH-202126,2024-03-25T04:24,2024-03-26T08:24,closed,Elijah Hill,Logan Torres,urgent,378688,Pulling left,Loose tie rod,,4.2,696.56,808.57,12.27,0,0,75.87,1593.27,approved,paid,INV-505981,,Legacy WO imported from old DMS
WO-405982,APPT-300686,CUST-100322,VEH-201564,2024-11-24T13:57,,awaiting_approval,Lucas Nguyen,Wyatt Wilson,normal,240219,Grinding brakes,P0420 stored,Diagnosed wiring fault,15.5,2043.76,236.83,11.92,0,0,114.63,2407.14,not_required,unpaid,INV-505982,"brakes, upsell",Customer approved by text
WO-405983,,CUST-100952,VEH-200543,2025-09-01T17:20,,awaiting_approval,Jade Green,,urgent,186084,ABS light,Battery failed load test,Replaced front pads/rotors,6.3,980.28,698.3,38.69,0,0,85.86,1803.13,not_required,partial,,"brakes, upsell, waiter",
WO-405984,APPT-300940,CUST-101014,VEH-200551,2024-07-06T23:49,2024-07-07T16:49,closed,Liam Garcia,Elijah Anderson,low,413771,CEL on,Battery failed load test,,4.9,564.55,2094.62,38.97,0,0,134.91,2833.05,pending,partial,INV-505984,"brakes, diag, waiter",Legacy WO imported from old DMS
WO-405985,,CUST-100468,VEH-200169,2026-01-30T01:52,2026-02-04T00:52,invoiced,Abigail Young,Emma Davis,urgent,220985,Vibration,Battery failed load test,,10.3,1244.38,1693.96,20.7,0,0,147.95,3106.99,pending,written_off,INV-505985,"upsell, brakes",Fleet billing
WO-405986,APPT-300547,CUST-100129,VEH-201651,2025-08-30T05:37,2025-09-04T02:37,invoiced,Riley Nguyen,Mia Nelson,high,222444,No crank,,Replaced hose and topped coolant,3.8,458.46,1864.61,76.76,0,0,119.99,2519.82,pending,written_off,INV-505986,"diag, waiter",Legacy WO imported from old DMS
WO-405987,,CUST-100218,VEH-201634,2024-03-25T09:39,2024-03-29T07:39,closed,Noah Smith,Liam Rodriguez,normal,270711,Overheating,Coolant leak at upper hose,Installed battery,12.5,1770.39,1854.7,109.38,0,0,186.72,3921.19,declined,partial,INV-505987,"brakes, comeback-risk",Needs comeback follow-up
WO-405988,APPT-300815,CUST-101758,VEH-201670,2024-06-25T18:09,2024-06-27T23:09,completed,Liam Adams,Emma Davis,high,274564,No crank,Loose tie rod,Replaced hose and topped coolant,6.1,1035.35,865.29,50.15,0,0,97.54,2048.33,pending,written_off,INV-505988,waiter,
WO-405989,,CUST-101605,VEH-200287,2025-08-10T01:22,2025-08-11T05:22,invoiced,Charlotte Torres,,urgent,337395,Pulling left,Pads below spec,Replaced hose and topped coolant,3.4,591.74,839.85,57.69,0,116.38,68.65,1441.55,approved,partial,INV-505989,,Needs comeback follow-up
WO-405990,APPT-300748,CUST-101619,VEH-200065,2024-11-04T09:28,2024-11-08T12:28,invoiced,Charlotte Lee,Ava Walker,urgent,394132,Grinding brakes,Front tires cupped,Recommended tires,10.5,1385.37,1675.57,82.55,0,0,157.17,3300.66,pending,paid,INV-505990,"fleet, brakes, pm",Needs comeback follow-up
WO-405991,,CUST-101538,VEH-200629,2024-04-23T01:39,2024-04-26T12:39,closed,Amelia Torres,,high,32938,Pulling left,Front tires cupped,Replaced hose and topped coolant,10.4,1543.87,1373.3,78.44,0,0,149.78,3145.39,approved,written_off,INV-505991,waiter,Needs comeback follow-up
WO-405992,,CUST-101183,VEH-200668,2024-11-18T14:38,2024-11-22T10:38,completed,Harper Martin,Lucas Torres,normal,221613,Pulling left,Coolant leak at upper hose,Replaced front pads/rotors,4.2,688.97,777.7,42.23,444.39,0,97.66,2050.95,declined,paid,INV-505992,upsell,
WO-405993,APPT-300551,CUST-101455,VEH-201223,2024-02-03T11:33,2024-02-08T07:33,closed,Mila Young,Jack Allen,low,291785,Oil life low,Coolant leak at upper hose,Replaced front pads/rotors,10.1,1672.93,1929.51,123.75,0,0,186.31,3912.5,declined,unpaid,INV-505993,,Needs comeback follow-up
WO-405994,,CUST-100320,VEH-200378,2025-09-21T21:20,,in_progress,Amelia Walker,,normal,348234,ABS light,Pads below spec,Diagnosed wiring fault,13.3,1578.25,958.38,6.69,529.96,0,153.66,3226.94,approved,partial,INV-505994,,
WO-405995,APPT-300633,CUST-100937,VEH-201727,2025-03-23T11:09,2025-03-24T17:09,closed,Amelia Thompson,Elijah Robinson,normal,303467,Grinding brakes,Battery failed load test,Replaced hose and topped coolant,14.9,2319.19,540.45,20.11,21.27,0,145.05,3046.07,pending,paid,INV-505995,"brakes, waiter",Customer approved by text
WO-405996,,CUST-100366,VEH-200838,2024-01-25T20:53,2024-01-28T02:53,completed,Maya Taylor,Sophia Garcia,urgent,337390,ABS light,,,8.6,1321.9,2116.92,37.83,0,0,173.83,3650.48,declined,paid,INV-505996,,Legacy WO imported from old DMS
WO-405997,APPT-300763,CUST-100928,VEH-200418,2025-07-25T16:21,2025-07-30T16:21,closed,Zoey Clark,Amelia Thompson,urgent,47638,Grinding brakes,P0420 stored,Replaced front pads/rotors,14.8,1824.49,2275.05,130.74,0,0,211.51,4441.79,not_required,written_off,INV-505997,diag,Needs comeback follow-up
WO-405998,,CUST-101256,VEH-201252,2025-11-19T14:30,2025-11-23T09:30,awaiting_approval,Finn Lewis,Hudson Thompson,low,108890,No crank,Front tires cupped,Recommended tires,6.6,824.7,1867.97,101.64,0,0,139.72,2934.03,declined,paid,,,Needs comeback follow-up
WO-405999,APPT-300767,CUST-100588,VEH-201377,2024-06-27T05:58,2024-06-28T15:58,completed,Elijah Martin,Ethan Scott,high,325420,Vibration,P0420 stored,Replaced front pads/rotors,15.6,1859.51,472.58,24.81,0,0,117.85,2474.75,not_required,paid,INV-505999,"waiter, brakes, upsell",Needs comeback follow-up
WO-406000,,CUST-101272,VEH-201353,2024-10-06T02:34,2024-10-07T02:34,completed,Avery Moore,Sophia Torres,high,239339,Overheating,Pads below spec,,5.1,854.99,435.32,4.14,0,97.92,59.83,1256.36,declined,unpaid,,,Legacy WO imported from old DMS
WO-406001,,CUST-101313,VEH-201775,2026-03-05T02:27,2026-03-06T23:27,invoiced,Emma Adams,Zoey Brown,low,332388,Vibration,,,9.3,1326.23,685.06,24.14,0,0,101.77,2137.2,declined,written_off,INV-506001,"upsell, pm",Customer approved by text
WO-406002,APPT-300291,CUST-101358,VEH-200623,2025-08-29T19:56,2025-08-31T23:56,invoiced,Ethan Thompson,Evelyn Williams,urgent,33483,ABS light,Front tires cupped,Replaced hose and topped coolant,7.9,1323.35,1959.56,128.79,0,0,170.59,3582.29,pending,unpaid,INV-506002,"pm, upsell",Fleet billing
WO-406003,,CUST-100022,VEH-202525,2024-08-12T02:48,,on_hold,Oliver Martin,Amelia Martin,normal,124912,Grinding brakes,Battery failed load test,Diagnosed wiring fault,9.0,1283.89,367.18,7.14,0,21.73,81.82,1718.3,declined,partial,INV-506003,upsell,Legacy WO imported from old DMS
WO-406004,APPT-300403,CUST-101513,VEH-201152,2024-12-13T04:42,2024-12-15T10:42,completed,James White,Ethan Lee,low,242752,Grinding brakes,P0420 stored,,1.1,180.32,1881.93,93.52,0,0,107.79,2263.56,pending,partial,INV-506004,pm,Fleet billing
WO-406005,APPT-300290,CUST-101037,VEH-202059,2024-05-18T21:27,2024-05-22T03:27,closed,Leo Ramirez,Mason Robinson,normal,280294,CEL on,,,3.7,474.92,1421.7,109.86,0,0,100.32,2106.8,not_required,paid,INV-506005,"brakes, pm, diag",Customer approved by text
WO-406006,APPT-300560,CUST-101130,VEH-201195,2023-12-31T06:44,2024-01-04T01:44,awaiting_approval,Owen Rodriguez,Amelia King,high,314847,Grinding brakes,P0420 stored,,6.0,876.21,1354.49,26.74,594.56,0,142.6,2994.6,declined,paid,INV-506006,"diag, comeback-risk, pm",Fleet billing
WO-406007,APPT-300287,CUST-100069,VEH-202293,2025-07-21T23:21,2025-07-25T03:21,completed,Oliver Smith,Oliver Martin,normal,296211,Vibration,Loose tie rod,Diagnosed wiring fault,3.0,486.19,170.97,10.35,0,0,33.38,700.89,approved,unpaid,INV-506007,"waiter, comeback-risk",Needs comeback follow-up
WO-406008,APPT-300072,CUST-100970,VEH-200602,2023-12-25T22:22,2023-12-30T19:22,invoiced,Evelyn Martinez,Edward Allen,normal,106304,ABS light,Front tires cupped,,5.7,973.0,692.38,34.0,0,0,84.97,1784.35,approved,paid,INV-506008,brakes,Customer approved by text
WO-406009,APPT-300342,CUST-100576,VEH-200373,2025-11-12T04:21,2025-11-13T14:21,invoiced,Wyatt Martinez,Aiden Allen,normal,111956,CEL on,Loose tie rod,Performed PM service,2.0,299.15,1847.06,19.3,0,0,108.28,2273.79,not_required,written_off,INV-506009,"comeback-risk, upsell",Fleet billing
WO-406010,,CUST-100526,VEH-201448,2025-06-07T16:24,2025-06-09T17:24,awaiting_approval,Aiden Davis,Oliver Garcia,urgent,308087,Vibration,Front tires cupped,Recommended tires,5.7,778.91,2393.22,123.37,0,0,164.77,3460.27,declined,written_off,INV-506010,"diag, pm, upsell",Fleet billing
WO-406011,,CUST-101587,VEH-202276,2024-07-30T19:45,2024-08-03T12:45,awaiting_approval,James Miller,Wyatt Anderson,normal,377180,PM due,,,9.9,1819.11,511.43,4.34,0,0,116.74,2451.62,declined,paid,,,
WO-406012,,CUST-100903,VEH-201800,2023-11-27T01:24,2023-11-28T16:24,invoiced,Mason Thompson,Aiden Robinson,urgent,59965,Pulling left,Battery failed load test,Recommended tires,12.9,1790.84,1592.39,103.7,0,0,174.35,3661.28,approved,paid,INV-506012,"comeback-risk, fleet",Fleet billing
WO-406013,APPT-300673,CUST-101085,VEH-200615,2024-10-14T03:48,2024-10-15T20:48,invoiced,Mason Nguyen,Ava Flores,low,40987,ABS light,,,5.4,729.15,462.79,2.72,0,0,59.73,1254.39,approved,written_off,INV-506013,"pm, waiter, diag",Needs comeback follow-up
WO-406014,APPT-300481,CUST-101374,VEH-200806,2025-04-16T22:54,2025-04-18T17:54,closed,Lucas Nguyen,Mason Smith,normal,306356,Pulling left,P0420 stored,,5.6,934.3,2363.52,174.62,0,0,173.62,3646.06,declined,partial,,upsell,
WO-406015,,CUST-101778,VEH-201717,2023-12-19T23:01,2023-12-21T10:01,completed,Evelyn Garcia,Noah Thompson,low,31779,No crank,P0420 stored,Recommended tires,0.8,114.64,802.35,4.53,0,0,46.08,967.6,pending,unpaid,,"waiter, diag, pm",Needs comeback follow-up
WO-406016,,CUST-101377,VEH-202054,2025-03-27T00:48,2025-03-29T04:48,completed,Avery Jones,,urgent,82756,Grinding brakes,Front tires cupped,Performed PM service,8.3,1511.17,1133.82,55.97,0,0,135.05,2836.01,declined,unpaid,INV-506016,,Needs comeback follow-up
WO-406017,,CUST-100674,VEH-200878,2025-11-03T11:00,2025-11-04T20:00,closed,Emma Anderson,Owen Robinson,urgent,94828,Grinding brakes,Loose tie rod,Diagnosed wiring fault,12.7,2138.59,63.0,0.91,0,0,110.12,2312.62,not_required,unpaid,INV-506017,"diag, waiter, comeback-risk",Legacy WO imported from old DMS
WO-406018,APPT-300359,CUST-100919,VEH-202017,2024-08-21T00:57,2024-08-21T10:57,invoiced,Jack Thompson,Elijah Scott,low,145751,Vibration,Coolant leak at upper hose,Replaced hose and topped coolant,1.7,213.75,25.77,0.4,0,0,12.0,251.92,not_required,unpaid,INV-506018,"fleet, upsell",Fleet billing
