part_number,vendor_id,brand,description,category,unit_cost,sell_price,qty_on_hand,qty_reserved,reorder_point,location_bin,core_charge,taxable,active,supersedes_part_number,barcode,notes,last_received_at
FIL-17233,VEND-005,OEM,Tie rod end,Filters,276.65,667.06,18,12,26,,0,true,true,,972313622564,Negative qty from bad count,2024-05-09T13:30
SUS-71644,VEND-001,OEM,Battery 94R Premium,Suspension,203.22,890.64,45,2,3,A-2-24,0,false,false,,312288813860,Negative qty from bad count,2025-06-30
FLU-99805,VEND-003,FleetGuard,Radiator hose upper,Fluids,86.34,877.5,93,12,10,TIRE-CAGE,0,true,true,OLD-5967,337191023532,Legacy duplicate SKU?,2026-03-13
LIG-41750,VEND-005,Motorcraft,Engine air filter,Lighting,381.78,150.76,44,7,18,A-9-23,0,false,true,,242316570853,,2025-10-09T13:30
ELE-88296,VEND-002,Moog,Cabin air filter,Electrical,236.57,220.77,8,2,28,TIRE-CAGE,0,true,false,OLD-1826,,,2025-07-08 13:30:28
LIG-24771,VEND-003,Wagner,Cabin air filter HD,Lighting,395.98,399.26,78,8,11,FLUID-RACK,0,true,true,,149566470322,Special order only,2025-03-19
SUS-69538,VEND-003,Bosch,Engine air filter,Suspension,142.79,746.71,91,10,28,TIRE-CAGE,0,true,false,OLD-6446,009061552929,Legacy duplicate SKU?,2024-06-09T13:30
BRA-62853,VEND-007,Bosch,Oil filter HD,Brakes,222.88,482.43,87,4,5,,0,true,true,,390563891704,Legacy duplicate SKU?,2025-07-16
TIR-87356,VEND-010,Monroe,Radiator hose upper Economy,Tires,225.19,536.64,48,10,20,A-3-27,0,true,true,,204251670243,Negative qty from bad count,2026-03-22
TIR-91370,VEND-007,FleetGuard,Brake pad set rear,Tires,257.64,388.43,51,0,16,,9.46,true,false,,573066266014,Legacy duplicate SKU?,2025-10-13T13:30
BOD-99846,VEND-005,Denso,Shock absorber,Body,417.14,105.88,104,3,0,,0,true,false,,065754892209,,2024-05-18 13:30:28
SUS-19254,VEND-008,ACDelco,Tie rod end Premium,Suspension,341.89,321.53,90,15,1,A-3-22,0,false,false,,706694717093,Core tracked externally,2025-09-01T13:30
BEL-87446,VEND-005,OEM,Starter,Belts,278.12,999.76,120,4,2,FLUID-RACK,0,true,true,,,Legacy duplicate SKU?,2025-04-14 13:30:28
BRA-50346,VEND-008,Bosch,DEF fluid 9.46L,Brakes,617.17,436.08,9,8,30,TIRE-CAGE,53.51,false,false,,313989838829,,05/01/2025
FIL-14555,VEND-010,ACDelco,Starter,Filters,224.15,832.22,69,12,3,TIRE-CAGE,0,true,true,,801272743695,Core tracked externally,2024-05-19T13:30
BOD-20617,VEND-007,Bosch,Engine air filter,Body,494.66,208.01,119,5,18,FLUID-RACK,0,true,false,,006225608322,Legacy duplicate SKU?,2025-10-07T13:30
BRA-56555,VEND-006,Wagner,Spark plugs set,Brakes,633.26,840.54,112,15,22,A-9-23,0,true,true,,189896227811,Core tracked externally,2025-02-25 13:30:28
LIG-55191,VEND-009,Moog,Headlamp bulb HD,Lighting,455.59,891.44,62,11,14,FLUID-RACK,0,true,false,,,,2025-04-05 13:30:28
HVA-98584,VEND-005,Motorcraft,Tie rod end,HVAC,367.63,174.97,95,2,6,TIRE-CAGE,0,false,true,,236514587867,Special order only,2025-04-11T13:30
LIG-28578,VEND-006,Motorcraft,Cabin air filter,Lighting,549.95,448.98,27,2,5,,68.72,false,true,,,Negative qty from bad count,2026-01-16T13:30
SUS-79555,VEND-009,NAPA,Engine air filter HD,Suspension,394.17,1086.49,79,0,5,,43.06,true,true,,986333691016,,08/09/2025
ELE-92357,VEND-010,Motorcraft,Wheel seal kit,Electrical,362.99,994.07,118,13,17,FLUID-RACK,0,false,false,,442357625208,Negative qty from bad count,2026-02-26T13:30
FIL-14684,VEND-007,Moog,Shock absorber Economy,Filters,295.11,428.24,94,10,29,,0,true,true,,,,2025-10-01T13:30
STE-40637,VEND-008,Wagner,Oil filter Economy,Steering,209.61,279.31,56,6,7,A-11-22,31.27,true,false,,213484303420,Special order only,2024-06-05
FLU-33335,VEND-001,Moog,Radiator hose upper,Fluids,461.27,328.67,109,3,27,A-1-21,0,true,true,,940401134287,,2025-02-11T13:30
LIG-49926,VEND-003,FleetGuard,Engine air filter,Lighting,388.03,911.38,-2,0,6,A-10-3,0,true,false,OLD-2926,362024797431,Negative qty from bad count,2025-11-26T13:30
ELE-19185,VEND-002,Wagner,Brake pad set rear,Electrical,637.96,1138.46,93,6,8,,0,true,false,,,Negative qty from bad count,2025-04-24T13:30
STE-14217,VEND-002,Motorcraft,Cabin air filter,Steering,583.33,420.8,114,3,9,FLUID-RACK,0,true,true,,,Special order only,2026-02-22 13:30:28
TIR-73614,VEND-004,Moog,Spark plugs set,Tires,10.52,1148.38,119,12,16,B-4-19,87.16,true,true,,,Negative qty from bad count,2024-11-26
BRA-19064,VEND-003,NAPA,Radiator hose upper Economy,Brakes,454.97,1089.77,70,15,6,B-7-4,0,true,true,,911762043082,Core tracked externally,2024-08-15T13:30
HOS-35986,VEND-006,ACDelco,Shock absorber,Hoses,488.04,941.14,-1,2,1,,0,true,true,,361943952132,Legacy duplicate SKU?,04/27/2025
STE-87127,VEND-005,FleetGuard,Battery 94R HD,Steering,587.12,64.87,58,1,7,B-3-5,0,true,true,,550460477318,Core tracked externally,05/24/2025
FIL-16199,VEND-005,Denso,Cabin air filter Premium,Filters,362.17,1052.34,10,6,24,,0,true,false,,254869811321,,07/10/2025
SUS-32677,VEND-008,NAPA,Serpentine belt,Suspension,618.55,1141.15,-3,10,30,B-7-7,0,true,false,,,,2025-10-14T13:30
FIL-56424,VEND-009,Wagner,Wheel seal kit,Filters,208.77,153.62,10,15,4,TIRE-CAGE,0,true,true,,404267859581,Core tracked externally,04/16/2025
ENG-67409,VEND-009,Wagner,Serpentine belt,Engine,397.28,946.99,23,1,27,A-1-29,32.05,true,false,,,Core tracked externally,04/30/2024
BOD-34558,VEND-007,NAPA,Cabin air filter,Body,515.07,1066.85,15,3,14,FLUID-RACK,0,false,true,,,Negative qty from bad count,12/30/2024
TIR-13407,VEND-001,ACDelco,Oil filter,Tires,378.08,1086.31,71,5,5,B-4-20,46.98,true,true,OLD-2943,895367195909,,2025-02-27T13:30
TIR-60519,VEND-010,Motorcraft,Cabin air filter HD,Tires,216.42,782.28,42,13,7,,0,true,true,,,Legacy duplicate SKU?,2024-06-24T13:30
STE-99410,VEND-003,NAPA,Starter Premium,Steering,104.97,980.89,80,8,4,,0,true,true,OLD-9845,295328541638,,2024-07-07T13:30
SUS-60182,VEND-003,Moog,DEF fluid 9.46L Economy,Suspension,459.34,530.94,37,9,21,A-8-30,0,true,false,,,,2025-01-20T13:30
ELE-65409,VEND-002,Wagner,Shock absorber,Electrical,35.63,836.27,64,9,3,A-3-24,0,true,true,,185576967045,Negative qty from bad count,2025-08-16T13:30
FLU-18003,VEND-002,Denso,Headlamp bulb Premium,Fluids,111.56,45.56,83,7,24,FLUID-RACK,0,false,true,,,Negative qty from bad count,2025-07-01T13:30
LIG-84603,VEND-003,FleetGuard,Tie rod end,Lighting,56.33,323.62,64,5,29,B-4-5,0,true,false,,145553411957,,09/05/2024
TIR-92877,VEND-009,Bosch,Serpentine belt,Tires,578.28,807.27,61,1,4,B-4-16,46.91,false,false,,421266396770,Core tracked externally,2024-09-06T13:30
SUS-14564,VEND-001,OEM,Starter,Suspension,633.19,1126.13,42,7,28,TIRE-CAGE,0,true,false,,,Core tracked externally,2025-03-09T13:30
ELE-20298,VEND-006,NAPA,Shock absorber,Electrical,44.32,804.03,11,13,4,,0,false,true,,013423667891,Legacy duplicate SKU?,2025-03-19
FIL-99088,VEND-008,Wagner,Alternator,Filters,566.99,702.45,34,9,8,TIRE-CAGE,0,true,true,,203404088536,Special order only,2025-10-28T13:30
LIG-67176,VEND-008,NAPA,Engine air filter,Lighting,558.06,1077.62,119,9,10,A-4-26,23.9,false,true,,316550780296,Special order only,2024-09-12T13:30
STE-43111,VEND-010,FleetGuard,Starter,Steering,597.08,491.79,24,9,25,,0,true,true,OLD-4809,,Legacy duplicate SKU?,2025-11-27T13:30
BRA-21259,VEND-008,Monroe,Spark plugs set,Brakes,539.57,1039.64,101,6,11,B-8-25,8.19,false,true,,813552038024,Special order only,2026-03-12T13:30
HOS-34367,VEND-001,ACDelco,Brake pad set front Economy,Hoses,638.66,970.02,3,8,25,,0,true,true,,,Legacy duplicate SKU?,2025-12-08
STE-42962,VEND-006,Motorcraft,Battery 94R HD,Steering,123.16,98.3,38,8,27,,0,true,true,,,,2025-11-22
HOS-49381,VEND-009,NAPA,Wheel seal kit,Hoses,240.72,202.92,75,15,11,B-3-22,0,false,true,,428570812195,Negative qty from bad count,2024-07-20T13:30
SUS-26553,VEND-008,ACDelco,Brake pad set rear HD,Suspension,477.23,919.51,95,14,30,A-3-32,0,true,false,,813516238399,Core tracked externally,2025-03-08T13:30
HVA-44387,VEND-004,OEM,Serpentine belt,HVAC,278.21,581.79,66,15,9,,0,false,false,OLD-6662,,Special order only,2025-08-21T13:30
BEL-32456,VEND-004,Moog,Engine air filter,Belts,329.31,715.48,90,14,4,A-7-39,0,true,false,,,,01/27/2025
BRA-70733,VEND-002,Moog,Shock absorber,Brakes,71.81,676.73,86,9,27,B-1-23,0,false,true,OLD-6697,023934275019,,2024-10-22
FLU-77631,VEND-010,FleetGuard,Shock absorber Economy,Fluids,33.7,312.2,30,8,9,B-8-13,83.45,true,true,,,Core tracked externally,2026-04-07T13:30
BEL-36367,VEND-010,Bosch,Shock absorber,Belts,216.7,434.23,117,7,10,TIRE-CAGE,0,true,false,,,Negative qty from bad count,2025-07-11T13:30
BRA-99896,VEND-002,NAPA,Cabin air filter,Brakes,168.14,1084.11,91,7,2,TIRE-CAGE,0,false,false,,246710584116,,2024-07-21T13:30
FIL-58793,VEND-003,Bosch,Oil filter,Filters,516.65,1050.82,0,2,18,A-5-40,0,true,true,,163360703244,Special order only,2026-02-11
BRA-60852,VEND-008,Monroe,Starter,Brakes,179.29,700.05,28,11,2,A-5-22,0,true,true,,,Legacy duplicate SKU?,2024-07-04 13:30:28
BOD-63891,VEND-010,NAPA,Radiator hose upper,Body,327.45,342.01,18,0,2,B-2-15,0,false,true,,878363703629,Special order only,2025-10-11T13:30
SUS-97499,VEND-004,Motorcraft,Brake pad set rear HD,Suspension,411.55,967.08,63,9,23,,0,true,true,,040379295787,Negative qty from bad count,2025-11-15
LIG-27760,VEND-010,OEM,DEF fluid 9.46L Premium,Lighting,29.53,616.56,66,15,20,,0,true,true,OLD-7599,492437022831,Core tracked externally,02/05/2025
TIR-31363,VEND-007,Bosch,DEF fluid 9.46L Economy,Tires,529.45,720.56,24,2,7,FLUID-RACK,0,true,true,,117606598485,Negative qty from bad count,2025-04-07T13:30
BRA-52549,VEND-010,Bosch,Shock absorber,Brakes,521.48,373.62,61,7,27,A-1-12,0,false,true,,166200187711,Negative qty from bad count,02/09/2026
SUS-33817,VEND-006,Bosch,Oil filter Economy,Suspension,73.5,917.94,82,10,11,A-10-25,58.53,true,true,,864717715550,Negative qty from bad count,2024-12-01 13:30:28
BEL-85549,VEND-002,ACDelco,Shock absorber,Belts,573.22,1137.19,120,4,17,FLUID-RACK,45.24,true,false,,876226134113,Core tracked externally,2024-10-09
TIR-45925,VEND-008,Monroe,Serpentine belt,Tires,548.0,340.14,118,15,18,,0,false,false,OLD-9362,196382876948,Legacy duplicate SKU?,2025-10-06T13:30
ENG-28319,VEND-010,Denso,Brake pad set front,Engine,369.94,285.78,22,9,15,B-6-12,74.65,true,true,,819945229796,Special order only,2024-06-12
HVA-75977,VEND-005,OEM,Shock absorber,HVAC,601.81,668.96,64,0,16,FLUID-RACK,54.26,true,false,,316325279890,Legacy duplicate SKU?,2026-03-25T13:30
ELE-14847,VEND-010,Wagner,Headlamp bulb,Electrical,618.06,300.24,65,12,24,B-6-22,0,true,true,,185883872119,Core tracked externally,2024-08-16T13:30
BRA-35115,VEND-009,Motorcraft,Brake pad set front Economy,Brakes,362.29,785.86,88,1,28,FLUID-RACK,0,true,true,,,Special order only,2025-09-21T13:30
ENG-37727,VEND-002,Denso,Serpentine belt,Engine,561.06,792.52,2,14,26,,0,true,false,,,Negative qty from bad count,2025-02-06
LIG-72671,VEND-004,ACDelco,Battery 94R,Lighting,108.73,1054.92,115,7,21,B-1-19,0,false,false,,218972424918,,02/24/2026
HVA-42352,VEND-004,Denso,Spark plugs set HD,HVAC,83.66,1036.16,9,3,13,TIRE-CAGE,60.59,true,true,,099424588970,,2024-10-26
LIG-99377,VEND-001,OEM,Spark plugs set Premium,Lighting,429.14,374.33,20,0,0,TIRE-CAGE,0,true,true,,,Core tracked externally,2024-10-30 13:30:28
FIL-57180,VEND-007,Moog,Battery 94R,Filters,411.57,887.25,93,6,16,TIRE-CAGE,0,false,true,,726060486563,Negative qty from bad count,2025-02-22 13:30:28
BEL-34801,VEND-007,FleetGuard,Radiator hose upper HD,Belts,372.52,264.64,38,1,0,B-5-8,0,false,true,,,Core tracked externally,09/20/2025
FLU-64316,VEND-001,FleetGuard,Oil filter,Fluids,34.0,1012.67,-2,6,3,TIRE-CAGE,0,true,true,,998690121405,Legacy duplicate SKU?,2024-07-01T13:30
FIL-28635,VEND-004,Monroe,Oil filter Premium,Filters,82.41,538.8,94,3,5,B-6-17,0,false,true,,344934865885,Core tracked externally,2024-07-18T13:30
LIG-68112,VEND-007,Monroe,DEF fluid 9.46L HD,Lighting,257.79,876.86,81,3,24,A-8-28,0,false,true,,055978556933,Negative qty from bad count,2024-09-22T13:30
STE-58028,VEND-003,Bosch,Battery 94R,Steering,138.4,269.26,49,7,17,TIRE-CAGE,0,false,false,,,,2025-12-24T13:30
FLU-18744,VEND-010,FleetGuard,Starter,Fluids,174.78,813.45,46,11,15,A-11-10,0,true,true,OLD-5998,,,11/30/2025
FLU-33501,VEND-003,FleetGuard,Spark plugs set Economy,Fluids,369.81,798.85,77,8,8,FLUID-RACK,0,true,true,,,Special order only,2024-09-29T13:30
SUS-46730,VEND-003,Wagner,Tie rod end,Suspension,578.94,404.01,84,4,27,FLUID-RACK,44.54,false,true,,735731966075,,2026-04-03T13:30
BRA-54287,VEND-003,Moog,DEF fluid 9.46L,Brakes,165.55,1082.59,89,8,27,A-9-35,58.91,false,true,OLD-2104,,Special order only,2025-10-06T13:30
TIR-15866,VEND-007,OEM,Brake pad set front,Tires,473.34,146.51,19,4,3,TIRE-CAGE,0,false,true,,631798473035,Special order only,2024-12-07T13:30
TIR-62929,VEND-009,Motorcraft,Shock absorber Economy,Tires,254.94,960.91,28,0,5,B-4-10,78.48,true,false,,,,2025-08-18T13:30
BRA-48908,VEND-006,ACDelco,Oil filter,Brakes,254.24,187.63,107,14,18,FLUID-RACK,0,true,true,,,,2024-08-12
FLU-95186,VEND-007,OEM,Battery 94R,Fluids,212.27,1055.78,88,9,14,FLUID-RACK,0,true,true,,621199360515,Special order only,2025-07-24
ENG-78601,VEND-009,Denso,Radiator hose upper,Engine,518.61,447.96,53,14,9,TIRE-CAGE,7.91,true,true,,243073651514,Negative qty from bad count,2025-04-24T13:30
FLU-18697,VEND-002,Motorcraft,Battery 94R Premium,Fluids,598.44,468.16,6,6,5,TIRE-CAGE,63.32,true,true,,736488240070,Negative qty from bad count,2026-02-14T13:30
BRA-78720,VEND-006,Motorcraft,DEF fluid 9.46L HD,Brakes,127.64,818.68,11,8,18,FLUID-RACK,0,false,true,OLD-9050,,Negative qty from bad count,2024-11-05T13:30
LIG-84431,VEND-005,NAPA,Radiator hose upper,Lighting,155.84,311.53,55,2,0,A-2-15,0,true,true,,,Legacy duplicate SKU?,2025-10-17T13:30
FIL-30655,VEND-006,Denso,Serpentine belt Premium,Filters,382.89,671.11,98,0,18,B-4-5,0,true,true,,012746381179,,05/10/2024
BRA-90956,VEND-001,Monroe,Wheel seal kit,Brakes,17.91,769.87,14,10,26,,22.12,false,true,,956508789838,Core tracked externally,06/11/2024
HOS-77814,VEND-006,Wagner,DEF fluid 9.46L,Hoses,221.19,773.61,49,4,3,TIRE-CAGE,0,false,true,,349455534301,Legacy duplicate SKU?,2025-06-02T13:30
HOS-25221,VEND-006,Moog,Starter Premium,Hoses,194.89,570.03,69,15,29,A-8-26,0,false,true,,193998211178,Core tracked externally,2024-10-19T13:30
SUS-20989,VEND-003,FleetGuard,Tie rod end Economy,Suspension,268.2,1082.86,72,8,20,TIRE-CAGE,0,true,true,,622200098557,Special order only,2025-05-22T13:30
STE-91710,VEND-001,Moog,Wheel seal kit,Steering,103.15,368.96,17,4,3,B-7-24,0,true,false,OLD-6744,908955192778,,2024-10-08T13:30
SUS-61513,VEND-007,NAPA,Shock absorber,Suspension,548.35,821.21,32,7,17,B-7-4,0,true,true,OLD-3367,,Legacy duplicate SKU?,02/03/2026
ENG-51689,VEND-007,ACDelco,Cabin air filter,Engine,5.0,901.2,7,8,22,,0,true,false,,618314331188,Core tracked externally,2024-12-14T13:30
FIL-27800,VEND-005,ACDelco,Engine air filter,Filters,265.93,329.1,18,14,24,A-5-22,0,false,false,,138743776739,Special order only,07/27/2025
BEL-50895,VEND-005,Monroe,Headlamp bulb,Belts,14.37,362.7,106,12,6,FLUID-RACK,92.49,false,true,,596236083975,Negative qty from bad count,2026-01-14T13:30
BEL-49519,VEND-007,OEM,Brake pad set front,Belts,273.83,185.29,35,13,24,A-9-28,0,true,true,,214263514417,Special order only,06/29/2024
LIG-64010,VEND-006,ACDelco,Starter HD,Lighting,23.51,563.07,47,1,19,,0,false,true,,078355144528,Core tracked externally,2025-01-22
HOS-77739,VEND-004,Motorcraft,Tie rod end,Hoses,556.82,1011.53,91,1,17,,46.55,true,true,,,,2024-09-12
SUS-43010,VEND-007,Wagner,Spark plugs set,Suspension,270.68,1128.89,96,9,17,B-1-5,0,true,true,,078351403460,Legacy duplicate SKU?,2025-12-29T13:30
LIG-62729,VEND-004,ACDelco,Serpentine belt,Lighting,493.79,679.73,87,3,5,FLUID-RACK,0,true,true,,147747252318,Core tracked externally,05/26/2025
SUS-42699,VEND-003,ACDelco,Oil filter,Suspension,377.43,66.24,24,9,15,A-1-38,0,true,true,,473726656372,,2024-10-24
FLU-56629,VEND-007,Wagner,Oil filter Economy,Fluids,521.24,1057.31,66,14,2,,0,true,true,,,,2024-04-23T13:30
ELE-54547,VEND-007,Moog,Battery 94R Economy,Electrical,176.35,1100.0,85,5,24,B-8-25,0,false,true,,753189225064,Negative qty from bad count,2024-09-01T13:30
TIR-49577,VEND-004,Monroe,Battery 94R Economy,Tires,357.84,69.65,58,10,1,TIRE-CAGE,0,true,true,,138513518570,Special order only,2025-08-06T13:30
ENG-85815,VEND-003,ACDelco,Battery 94R,Engine,59.34,905.9,33,2,27,A-10-37,0,true,false,,,Negative qty from bad count,2024-11-14T13:30
ELE-67082,VEND-008,FleetGuard,Serpentine belt,Electrical,252.23,1047.37,114,13,9,A-3-39,0,true,true,,,Negative qty from bad count,2024-09-08
STE-23425,VEND-003,Moog,Spark plugs set HD,Steering,474.16,203.03,73,3,20,,97.56,true,true,,610213452599,,11/12/2024
ENG-83595,VEND-005,FleetGuard,Tie rod end Premium,Engine,278.4,389.28,76,1,28,,0,false,true,,,Core tracked externally,12/13/2025
STE-78565,VEND-005,Wagner,Tie rod end,Steering,88.67,604.14,83,6,25,B-1-4,0,false,true,,,,2024-10-06 13:30:28
STE-68368,VEND-005,FleetGuard,Brake pad set front Economy,Steering,140.32,1129.99,98,10,3,A-7-17,88.65,false,true,,446332804206,Legacy duplicate SKU?,2024-10-08
BEL-50728,VEND-004,Wagner,Radiator hose upper,Belts,303.03,728.55,84,1,23,,95.59,false,false,,643674193706,Legacy duplicate SKU?,2025-05-03 13:30:28
BOD-54277,VEND-009,OEM,Headlamp bulb Premium,Body,322.64,374.74,93,3,8,B-1-9,84.1,true,false,,494598106871,Special order only,2025-06-06T13:30
LIG-34666,VEND-006,Moog,Tie rod end,Lighting,338.57,513.92,91,0,15,TIRE-CAGE,0,true,false,,,,2024-10-09
ELE-16617,VEND-006,Denso,Tie rod end,Electrical,621.72,939.39,61,5,21,FLUID-RACK,0,false,true,,,Core tracked externally,2025-03-21T13:30
BRA-97073,VEND-006,Bosch,Tie rod end Economy,Brakes,501.95,807.67,65,3,12,B-8-25,9.83,false,false,,084080808765,Core tracked externally,2024-06-29T13:30
LIG-52833,VEND-006,FleetGuard,Engine air filter,Lighting,429.87,751.08,-1,12,28,,0,false,false,OLD-5484,722434454596,Legacy duplicate SKU?,2024-05-01T13:30
HVA-69859,VEND-003,Bosch,Battery 94R Premium,HVAC,128.43,448.03,24,6,10,B-8-15,0,true,true,,,Core tracked externally,2026-03-28T13:30
STE-46382,VEND-006,FleetGuard,Engine air filter,Steering,60.94,202.06,113,4,29,,20.74,true,true,,647720171937,Special order only,2024-10-03T13:30
TIR-98066,VEND-006,NAPA,Battery 94R,Tires,549.6,913.01,107,8,18,,62.6,true,true,,654125345638,Negative qty from bad count,2024-07-25
BEL-62505,VEND-007,Wagner,Tie rod end,Belts,533.09,783.71,104,4,10,B-2-17,8.38,true,true,,105222662896,Special order only,2024-09-18 13:30:28
SUS-23628,VEND-002,Denso,Engine air filter,Suspension,17.17,67.11,5,12,2,TIRE-CAGE,0,false,false,,414334195036,Negative qty from bad count,2025-11-13T13:30
BOD-19535,VEND-008,Motorcraft,Serpentine belt,Body,216.51,443.21,98,9,27,B-4-10,0,true,false,,266833246207,Special order only,2024-05-19 13:30:28
FLU-30317,VEND-003,NAPA,Starter,Fluids,60.25,982.59,46,5,8,TIRE-CAGE,16.3,false,true,,683432510891,Negative qty from bad count,11/17/2024
HVA-72680,VEND-010,Bosch,Shock absorber,HVAC,313.88,990.2,6,10,14,,0,false,true,,,Legacy duplicate SKU?,2025-10-07T13:30
FLU-67424,VEND-010,ACDelco,Serpentine belt Premium,Fluids,289.84,80.59,48,0,7,,0,true,true,,503230141098,Legacy duplicate SKU?,2025-03-15 13:30:28
LIG-93279,VEND-002,Wagner,Headlamp bulb,Lighting,523.65,105.19,111,2,15,,0,false,true,,816031174699,Special order only,2025-03-05T13:30
BRA-25106,VEND-004,Bosch,Oil filter,Brakes,243.29,350.65,48,5,14,,66.15,true,true,,,Special order only,2025-10-20T13:30
HVA-26255,VEND-006,Wagner,Tie rod end Premium,HVAC,136.17,719.57,91,14,21,FLUID-RACK,0,false,true,,,Special order only,2025-08-06T13:30
FLU-17476,VEND-006,Bosch,Spark plugs set,Fluids,457.75,90.11,87,5,8,FLUID-RACK,0,true,true,,564007226687,Legacy duplicate SKU?,2026-01-16T13:30
TIR-79931,VEND-005,Denso,Brake pad set front,Tires,214.24,410.67,98,13,14,FLUID-RACK,0,false,false,,008920534851,Core tracked externally,2026-01-24 13:30:28
BEL-71594,VEND-009,Motorcraft,Brake pad set rear,Belts,284.04,175.38,95,4,0,TIRE-CAGE,0,true,false,,457849558900,,2024-05-05 13:30:28
HVA-82398,VEND-006,NAPA,Alternator,HVAC,395.74,211.27,55,10,27,TIRE-CAGE,38.15,true,true,,879567311310,Negative qty from bad count,2024-10-04
ENG-42277,VEND-006,ACDelco,Cabin air filter HD,Engine,55.97,324.73,80,12,9,TIRE-CAGE,0,true,false,,067372924258,Core tracked externally,08/06/2024
LIG-42790,VEND-003,Wagner,Spark plugs set,Lighting,466.99,423.67,60,12,26,TIRE-CAGE,0,true,true,,269808443839,Legacy duplicate SKU?,2025-06-13
TIR-19476,VEND-005,NAPA,Battery 94R,Tires,509.8,740.22,117,1,18,FLUID-RACK,0,true,true,,841072428604,Legacy duplicate SKU?,2025-02-07T13:30
ENG-95695,VEND-002,ACDelco,Engine air filter Economy,Engine,142.54,58.55,42,5,19,FLUID-RACK,45.84,true,false,,,Legacy duplicate SKU?,2025-05-09T13:30
LIG-59157,VEND-005,NAPA,Brake pad set rear,Lighting,478.34,142.42,102,11,5,FLUID-RACK,0,true,false,,043007282559,Special order only,2024-11-19T13:30
SUS-24500,VEND-001,Wagner,Spark plugs set,Suspension,72.49,1058.12,84,1,24,B-5-5,0,true,true,OLD-2639,913559787868,Core tracked externally,2025-06-20T13:30
LIG-80875,VEND-004,Bosch,Tie rod end,Lighting,52.83,691.6,2,12,9,FLUID-RACK,0,true,true,,,Legacy duplicate SKU?,2025-12-17T13:30
BRA-49487,VEND-005,Moog,Radiator hose upper HD,Brakes,292.76,571.73,43,12,1,,0,true,true,,225552426792,Negative qty from bad count,2026-03-01T13:30
HOS-31397,VEND-008,Moog,Brake pad set front,Hoses,557.71,658.6,100,9,14,A-6-37,92.56,true,false,,778801037269,,2024-12-08T13:30
SUS-96216,VEND-003,NAPA,Cabin air filter Economy,Suspension,215.17,997.72,92,12,14,B-3-10,0,true,true,,280254910555,Core tracked externally,2026-01-27T13:30
BOD-14163,VEND-004,Bosch,Alternator Premium,Body,128.39,946.75,116,7,6,B-4-19,0,true,false,,,Legacy duplicate SKU?,2025-11-02T13:30
TIR-22782,VEND-010,Bosch,Spark plugs set,Tires,577.45,698.97,43,13,1,B-4-5,112.29,false,true,,,Negative qty from bad count,2026-02-13
STE-67919,VEND-005,Denso,Alternator,Steering,98.47,282.71,100,13,16,TIRE-CAGE,0,true,true,,688382144640,Core tracked externally,07/26/2024
TIR-42089,VEND-005,Bosch,Spark plugs set,Tires,251.23,943.63,21,14,23,TIRE-CAGE,98.08,true,false,,,Core tracked externally,2026-03-09T13:30
BOD-65367,VEND-005,Monroe,Radiator hose upper,Body,178.28,462.7,90,4,20,FLUID-RACK,0,true,true,,770141878590,,2025-01-02T13:30
HVA-99520,VEND-004,ACDelco,Cabin air filter Premium,HVAC,25.27,759.67,104,13,24,,0,true,true,,,Negative qty from bad count,2025-07-10
LIG-84975,VEND-010,Bosch,Brake pad set rear,Lighting,230.67,959.27,62,8,2,TIRE-CAGE,0,true,false,,,Core tracked externally,2025-10-07T13:30
ELE-17555,VEND-009,Moog,Starter HD,Electrical,455.89,790.51,98,8,8,A-11-24,0,true,false,OLD-9145,432419772840,Core tracked externally,2024-12-02T13:30
TIR-53322,VEND-009,Wagner,Alternator,Tires,459.91,208.51,92,8,26,A-5-15,24.01,true,false,,,Legacy duplicate SKU?,2026-01-08
ENG-42520,VEND-008,Moog,Serpentine belt,Engine,457.15,1046.28,66,9,5,FLUID-RACK,63.31,false,false,,179461766625,,2025-01-13T13:30
FIL-50054,VEND-010,NAPA,Alternator,Filters,521.41,134.16,55,10,4,FLUID-RACK,5.73,false,true,,756117254369,Legacy duplicate SKU?,06/11/2025
BEL-92657,VEND-008,Monroe,Battery 94R Premium,Belts,502.95,43.6,111,3,7,,47.76,true,true,,214583989170,Core tracked externally,2025-06-02T13:30
LIG-49996,VEND-005,Motorcraft,Alternator Economy,Lighting,77.21,552.97,87,0,24,B-5-4,50.76,false,true,,770133691112,Legacy duplicate SKU?,2025-05-22
STE-37414,VEND-001,Moog,Alternator,Steering,567.89,629.19,89,7,5,,115.87,false,true,,,Legacy duplicate SKU?,2025-03-25T13:30
STE-16011,VEND-004,OEM,Spark plugs set,Steering,9.74,1105.92,112,3,6,FLUID-RACK,83.78,false,true,,,Legacy duplicate SKU?,11/20/2024
HVA-98831,VEND-003,Moog,Tie rod end,HVAC,494.86,436.88,17,11,29,A-6-38,0,true,false,,,Legacy duplicate SKU?,2024-08-13T13:30
ELE-92465,VEND-001,NAPA,Spark plugs set,Electrical,35.87,143.59,102,8,5,,0,true,true,,,Negative qty from bad count,2025-07-14T13:30
FLU-57712,VEND-002,ACDelco,Alternator,Fluids,647.02,713.66,82,13,1,FLUID-RACK,0,true,true,,201318206390,Legacy duplicate SKU?,2025-11-04
